mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS052	E	  63378	20170819	192005	-51.5	100.0	-51.7	88.5	221	22	INDIAN OCEAN	PAN- AURORA AUSTRALIS, EARTH LIMB	100	HO	E	154	-48	Nikon D4 Electronic Still Camera	4928E: 4928 x 3280 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 16.6 million, Nikon FX format		<b> Southern Lights near the Great Australian Bight </b><p>An astronaut took this photograph of the <em><a href="https://earthobservatory.nasa.gov/IOTD/view.php?id=44348">Aurora Australis</a></em> in August 2017. At the time, the International Space Station was moving over the southern Indian Ocean towards the Great Australian Bight and Melbourne, Australia. <a href="/BeyondThePhotography/CrewEarthObservationsVideos/videos/slights_iss_20170817/slights_iss_20170817.mp4?">Click here</a> to see a video of the flight over the aurora.</p><p>Auroras are created in the upper atmosphere when the <a href="https://solarscience.msfc.nasa.gov/SolarWind.shtml">solar wind</a> (a stream of charged particles emitted by the Sun) interacts with the Earth's protective magnetic field. Charged particles within the <a href="https://earthobservatory.nasa.gov/IOTD/view.php?id=50208">magnetosphere</a> are accelerated down field lines toward the <a href="https://www.swpc.noaa.gov/phenomena/ionosphere">ionosphere</a>, where they collide with different gases (particularly oxygen and nitrogen) and emit light as a reaction. Auroras often appear as neon green, purple, yellow, or red, depending on the gas molecules being excited. Green, for example, indicates collisions with oxygen.</p>		CatalogedWithCenterPoint
ISS006	E	  51911	20030301	172348			.6	140.4	212	58	AURORA	AURORA AUSTRALIS, STARS, LIGHTNING	0	HO		101	-51	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51910	20030301	172338			.1	140.1	212	58	AURORA	AURORA AUSTRALIS, STARS	0	HO		102	-52	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51909	20030301	172327			-.4	139.7	212	58	AURORA	AURORA AUSTRALIS, STARS	0	HO		103	-52	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51908	20030301	172312			-1.2	139.1	212	58	AURORA	AURORA AUSTRALIS, STARS, LIGHTNING	0	HO		104	-52	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51907	20030301	172226			-3.6	137.5	212	58	AURORA	AURORA AUSTRALIS, STARS	0	HO		108	-53	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51906	20030301	172158			-5.0	136.5	212	58	AURORA	AURORA AUSTRALIS, STARS		HO		110	-54	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  51905	20030301	172115			-7.2	134.9	212	58	AURORA	AURORA AUSTRALIS, STARS	0	HO		114	-55	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS006	E	  50888	20030430	171615			-37.8	103.8	215	58	AURORA	AURORA AUSTRALIS		HO		171	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50887	20030430	171606			-38.2	103.2	215	58	AURORA	AURORA AUSTRALIS		HO		173	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50886	20030430	171557			-38.5	102.7	215	58	AURORA	AURORA AUSTRALIS		HO		174	-66	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50885	20030430	171549			-38.9	102.2	215	58	AURORA	AURORA AUSTRALIS		HO		176	-66	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50884	20030430	171540			-39.2	101.6	215	58	AURORA	AURORA AUSTRALIS		HO		177	-66	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50883	20030430	171531			-39.6	101.0	215	58	AURORA	AURORA AUSTRALIS		HO		179	-65	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50882	20030430	171518			-40.1	100.2	215	58	AURORA	AURORA AUSTRALIS		HO		181	-65	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50881	20030430	171506			-40.5	99.4	215	58	AURORA	AURORA AUSTRALIS		HO		182	-64	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50880	20030430	171453			-41.0	98.6	215	58	AURORA	AURORA AUSTRALIS		HO		184	-64	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50879	20030430	171440			-41.5	97.7	215	58	AURORA	AURORA AUSTRALIS		HO		186	-63	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50878	20030430	171428			-41.9	96.9	215	58	AURORA	AURORA AUSTRALIS		HO		188	-63	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50877	20030430	171415			-42.4	96.0	215	58	AURORA	AURORA AUSTRALIS		HO		190	-62	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50876	20030430	171402			-42.8	95.1	215	58	AURORA	AURORA AUSTRALIS		HO		192	-62	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50875	20030430	171349			-43.3	94.2	215	58	AURORA	AURORA AUSTRALIS		HO		193	-61	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50874	20030430	171337			-43.7	93.3	215	58	AURORA	AURORA AUSTRALIS		HO		195	-61	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50873	20030430	171325			-44.1	92.5	215	58	AURORA	AURORA AUSTRALIS		HO		197	-60	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50872	20030430	171316			-44.4	91.8	215	58	AURORA	AURORA AUSTRALIS	0	HO		198	-60	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50871	20030430	171307			-44.7	91.1	215	58	AURORA	AURORA AUSTRALIS	0	HO		199	-59	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50870	20030430	171259			-44.9	90.5	215	58	AURORA	AURORA AUSTRALIS	0	HO		200	-59	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50869	20030430	171250			-45.2	89.8	215	58	AURORA	AURORA AUSTRALIS		HO		201	-58	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50868	20030430	171229			-45.8	88.2	215	58	AURORA	AURORA AUSTRALIS	0	HO		204	-57	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50683	20030501	065847			-51.4	-147.8	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		239	-40	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50659	20030430	171947			-28.6	115.1	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		130	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50658	20030430	171938			-29.0	114.7	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		132	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50657	20030430	171930			-29.4	114.3	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		133	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50656	20030430	171921			-29.8	113.8	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		135	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50655	20030430	171912			-30.2	113.4	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		137	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50654	20030430	171859			-30.8	112.8	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		140	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50653	20030430	171847			-31.3	112.1	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		142	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50652	20030430	171834			-31.9	111.5	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		145	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50651	20030430	171825			-32.3	111.0	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		147	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50650	20030430	171817			-32.7	110.6	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		148	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50649	20030430	171808			-33.1	110.1	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		150	-70	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50648	20030430	171759			-33.5	109.6	214	58	AURORA	AURORA AUSTRALIS, STARS		HO		152	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50647	20030430	171750			-33.9	109.2	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		154	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50646	20030430	171742			-34.2	108.7	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		155	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50645	20030430	171733			-34.6	108.2	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		157	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50644	20030430	171724			-35.0	107.7	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		159	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50643	20030430	171716			-35.3	107.3	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		160	-69	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50642	20030430	171707			-35.7	106.8	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		162	-68	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50641	20030430	171658			-36.1	106.3	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		164	-68	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50640	20030430	171650			-36.4	105.8	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		165	-68	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50639	20030430	171641			-36.8	105.3	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		167	-68	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50638	20030430	171632			-37.1	104.8	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		168	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50637	20030430	171623			-37.5	104.2	215	58	AURORA	AURORA AUSTRALIS, STARS		HO		170	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50297	20030430	105610			-51.7	143.0	216	58	AURORA	AURORA AUSTRALIS, AIRGLOW	0	HO		248	-35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50296	20030430	093302			-41.5	-145.0	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		182	-63	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50295	20030430	093250			-41.9	-145.8	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		184	-63	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50294	20030430	093239			-42.3	-146.5	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		186	-62	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50293	20030430	093223			-42.9	-147.6	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		188	-62	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50292	20030430	093211			-43.3	-148.5	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		190	-61	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50291	20030430	093159			-43.7	-149.3	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		191	-61	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50290	20030430	093146			-44.1	-150.3	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		193	-60	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50289	20030430	093133			-44.5	-151.2	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		195	-60	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50288	20030430	093121			-44.9	-152.2	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		196	-59	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50287	20030430	093108			-45.3	-153.1	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		198	-58	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50286	20030430	093055			-45.7	-154.1	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		200	-58	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50285	20030430	093042			-46.1	-155.2	215	28	AURORA	AURORA AUSTRALIS, STARS		HO		201	-57	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50284	20030430	093030			-46.5	-156.1	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		203	-57	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50283	20030430	093019			-46.8	-157.0	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		204	-56	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50282	20030430	093010			-47.0	-157.7	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		205	-56	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50281	20030430	093001			-47.3	-158.5	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		207	-55	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50280	20030430	092952			-47.5	-159.2	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		208	-55	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50279	20030430	092943			-47.7	-160.0	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		209	-54	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50278	20030430	092935			-47.9	-160.6	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		210	-54	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50277	20030430	092926			-48.1	-161.4	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		211	-53	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50276	20030430	092917			-48.4	-162.2	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		212	-53	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50275	20030430	092909			-48.5	-162.9	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		213	-53	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50274	20030430	092900			-48.8	-163.7	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		214	-52	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50273	20030430	092851			-48.9	-164.5	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		215	-52	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50272	20030430	092842			-49.1	-165.3	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		216	-51	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50271	20030430	092834			-49.3	-166.0	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		217	-51	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50270	20030430	092825			-49.5	-166.8	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		218	-50	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50269	20030430	092816			-49.7	-167.6	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		219	-50	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50268	20030430	092804			-49.9	-168.7	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		220	-49	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50267	20030430	092750			-50.1	-170.0	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		222	-48	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50266	20030430	092736			-50.4	-171.3	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		224	-48	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50265	20030430	092722			-50.6	-172.6	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		225	-47	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50264	20030430	092707			-50.8	-174.1	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		227	-46	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50263	20030430	092653			-51.0	-175.4	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		228	-45	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50262	20030430	092639			-51.1	-176.7	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		230	-44	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50261	20030430	092625			-51.3	-178.1	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		231	-44	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50260	20030430	092611			-51.4	-179.5	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		233	-43	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50259	20030430	092559			-51.5	179.3	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		234	-42	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50258	20030430	092548			-51.6	178.2	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		236	-42	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50257	20030430	092538			-51.6	177.3	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		237	-41	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50256	20030430	092528			-51.7	176.3	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		238	-40	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50255	20030430	092513			-51.7	174.8	216	28	AURORA	AURORA AUSTRALIS, STARS		HO		239	-40	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50252	20030430	075705			-48.2	-138.1	216	28	AURORA	AURORA AUSTRALIS, STARS	0	HO		210	-53	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50251	20030430	075558			-49.6	-144.0	216	28	AURORA	AURORA AUSTRALIS, STARS	0	HO		218	-50	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50250	20030430	075432			-51.0	-152.1	216	28	AURORA	AURORA AUSTRALIS, STARS	0	HO		228	-45	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50249	20030430	075135			-51.7	-169.6	216	28	AURORA	AURORA AUSTRALIS, RED & GREEN, STARS		HO		247	-35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50245	20030429	211801			-32.7	55.6	214	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		138	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50244	20030429	211749			-33.3	55.0	214	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		140	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50243	20030429	211738			-33.7	54.4	214	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		142	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50242	20030429	211726			-34.3	53.7	214	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		144	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50241	20030429	211714			-34.8	53.1	215	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		146	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50240	20030429	211703			-35.2	52.4	215	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		148	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50239	20030429	211651			-35.7	51.8	215	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		151	-67	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  50238	20030429	211639			-36.2	51.1	215	28	AURORA	AURORA AUSTRALIS, AIRGLOW		HO		153	-66	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
