mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS006	E	  18372	20030118	074040	50.5	-69.5	46.5	-55.5	206	58	CANADA-Q	AURORA BOREALIS, MANICOUAGAN RESERVOIR	25	HO	W	81	-37	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter		What do auroras look like from space?  From the ground, auroras dance high above clouds, frequently causing spectacular displays.  The International Space Station (ISS) orbits just at the same height as many auroras, though. Therefore, sometimes it flies over them, but also sometimes it flies right through.  The auroral electron and proton streams are too thin to be a danger to the ISS, just as clouds pose little danger to airplanes.  ISS Science Officer Don Pettit captured a green aurora, pictured above in a digitally sharpened image.  From orbit, Dr. Pettit reports, changing auroras can appear to crawl around like giant green amoebas.  Far below, on planet Earth, the Manicouagan Impact Crater can be seen in northern Canada.		CatalogedWithCenterPoint
ISS006	E	  18371	20030118	074012	52.0	-71.5	47.3	-57.8	206	58	AURORA	AURORA BOREALIS OVER CANADA	50	HO	W	78	-39	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithCenterPoint
ISS006	E	  18367	20030118	073551	57.0	-102.0	51.6	-82.1	205	58	AURORA	AURORA BOREALIS, LAKE WINNIPEG	25	HO	W	48	-52	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithCenterPoint
ISS011	E	  12415	20050831	225812	59.8	24.8	50.6	15.1	187	50	ESTONIA	AURORA BOREALIS, MOON,HELSINKI	10	HO	NE	360	-31	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter		ISS011-E-12415 (31 August 2005) --- Aurora Borealis and city lights in Scandanavia are featured in this digital still picture taken by the Expedition 12 crew aboard the International Space Station.  The Station was over a point on Earth located at 50.6 degrees north latitude and 15.1 degees east longitude at the time. The cluster of stars to the lower right of the thin crescent Moon is the Praesepe or Beehive Cluster in Cancer.  Just to the right of that is the planet Saturn.		CatalogedWithCenterPoint
ISS016	E	  27082	20080202	221105	52.0	-1.0	49.4	1.9	179	28	UK-ENGLAND	PAN-AURORA BOREALIS, EUROPE	10	53	NW	314	-50	Nikon D1 Electronic Still Camera	2000E: 2000 x 1312 pixel CCD, RGBG imager color filter				CatalogedWithCenterPoint
ISS022	E	  85427	20100308	193705	57.1	38.9	47.8	45.2	184	85	RUSSIAN FEDERATION	PAN-AURORA BOREALIS, STARS, MOSCOW AT NIGHT, BLURRED	10	HO	NW	328	-43	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS022	E	  85426	20100308	193654	57.3	39.0	48.0	44.3	184	85	RUSSIAN FEDERATION	PAN-AURORA BOREALIS, STARS, MOSCOW AT NIGHT, BLURRED	0	HO	NW	327	-42	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS029	E	  12564	20110929	080444	41.0	-90.5	37.4	-95.5	208	20	USA-ILLINOIS	CHICAGO , LAKE MICHIGAN, AURORA BOREALIS, ST LOUIS AT NIGHT	10	HO	NE	43	-47	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format		<b>Midwestern USA at Night with Aurora Borealis</b><br><br>The night skies viewed from the International Space Station are illuminated with light from many sources.  For example, the Midwestern United States presents a night-time appearance not unlike a patchwork quilt when viewed from orbit. The artificial light from human settlements appears everywhere with a characteristic yellow tinge in this astronaut photograph. But green light of the aurora borealis borealis also appears strongly in this view (image top left)--even seeming to be reflected off the  Earth's surface--in Canada--beneath the aurora. A small white patch of light is almost certainly lightning from a storm on the East coast (image top right). Part of the International Space Station appears across the top of the image.<br><br>This astronaut photograph highlights the Chicago, IL, metropolitan area as the largest cluster of lights at image center, next to the dark patch of Lake Michigan. The other largest metropolitan areas include St. Louis, MO (lower right), Minneapolis-St. Paul, MN (image left) and the Omaha-Council Bluffs region on the Nebraska-Iowa border (lower left).  City light clusters give an immediate sense of relative city size; demographers have used night time satellite imagery to make estimates of city populations, especially in the developing world where city growth can be very rapid.<br><br>The US northeast seaboard lies in the most oblique (meaning viewed at an angle) part of the image at top right, just beyond the Appalachian Mts., a dark winding zone without major cities. Scales change significantly in oblique views: Omaha is only 200 km from Des Moines, but appears roughly the same distance from Minneapolis--which is actually 375 km to the north of Des Moines.<br> <br>In addition to the major metropolitan areas, the rectangular NS/EW-oriented pattern of townships is clearly visible in the rural, lower left part of the image.  This pattern instantly gives the sense of north orientation (toward the top left corner) and is a distinctive characteristic of the United States, so that astronauts can quickly know which continent they are flying over even at night.<br> <br>In contrast to the regular township pattern, interstate highways converge on St. Louis (e.g. Hwy 44), Chicago and other large cities, much like wheel spokes around a central hub. Rivers--major visual features in daylight--become almost invisible at night.  The course of the Mississippi River appears as a slightly meandering zone from Minneapolis through St. Louis (dashed line)--the river course continues out of the lower right corner of the image.<br>		CatalogedWithCenterPoint
ISS030	E	 110900	20120203	054942	55.0	-68.0	49.4	-74.9	206	28	CANADA-Q	AURORA BOREALIS, ATMOSPHERIC LIMB, MANICOUAGAN  RES. AT NIGHT	25	HO	NE	16	-57	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format		<B>Aurora and Manicouagan Crater, Quebec, at night</B><br><br><P>An astronaut aboard the International Space Station adjusted the camera for night imaging--and captured green veils and curtains of an aurora that spans thousands of km of Canada's northern lands.  Snow and ice in this winter image reflect enough light from stars and the aurora to reveal several details of the night landscape--especially ice on the frozen reservoir that now occupies the 60-km Manicouagan impact crater (at image lower right). Another ice-covered, irregularly shaped reservoir--Caniapiscau--is more difficult to detect (at image left). City lights reveal the small towns of the region, like the iron-ore mining town of Labrador City (at image center right) and the Royal Canadian Air Force (RCAF) base Goose Bay (at image top right).</P><br><br><P>The brilliant aurora borealis is the light that glows when charged particles from the Sun collide with atoms in the atmosphere.  The green and faint red colors are caused by oxygen atoms. The fainter arc of light that parallels the horizon is known as airglow.  This is another, but different manifestation of the interaction of the Earth's atmosphere with radiation from the Sun.</P><br><br><P>The atmosphere shields living things on Earth's surface from the Sun's harmful radiation.  It also causes small impacting asteroids to burn up in the atmosphere, or catastrophically explode like the Chelyabinsk event of 2013, before hitting the ground.</P><br><br><P>By contrast, larger asteroids are able to penetrate the atmosphere and collide with our rocky planet, with dramatic effects. Geologists now know that a large asteroid slammed into the Earth about 214 million years ago, creating a crater ~100 km across (60 miles), although the Manicouagan crater in its present form, after erosion by "recent" glaciers in the last 2 million years, is today ~60 km (37 miles) wide.  The impact caused a shock wave to radiate across the Earth's surface, followed closely by high-velocity winds. Near the impact point wind speeds would have exceeded 1000 km per hour (620 miles per hour).  Farther away winds would have decelerated to hurricane force.  The shock wave and airblast would have severely damaged and killed plants and animals out to radial distances of approximately 560 km (350 miles)--as far as the town of Goose Bay on the Labrador Sea (at image top right)--that is, the lower half of this scene.</P><br>		CatalogedWithCenterPoint
ISS037	E	  12957	20131009	100828	48.0	-122.0	40.2	-129.8	223	50	USA-WASHINGTON	PAN- EARTH LIMB, AURORA BOREALIS, VANCOUVER AT NIGHT, SEATTLE, PORTLAND	0	HO	NE	41	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithCenterPoint
ISS037	E	  12956	20131009	100812	46.5	-122.0	40.8	-130.8	223	50	USA-WASHINGTON	PAN- EARTH LIMB, AURORA BOREALIS, VANCOUVER AT NIGHT, SEATTLE, PORTLAND	0	HO	NE	39	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithCenterPoint
ISS037	E	  12955	20131009	100809	48.0	-122.5	41.0	-131.0	223	50	USA-WASHINGTON	PAN- EARTH LIMB, AURORA BOREALIS, VANCOUVER AT NIGHT, SEATTLE, PORTLAND	0	HO	NE	39	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithCenterPoint
ISS037	E	  12954	20131009	100800	53.5	-132.5	41.3	-131.6	223	50	CANADA-BC	PAN- EARTH LIMB, AURORA BOREALIS, VANCOUVER AT NIGHT	0	HO	N	38	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithCenterPoint
ISS039	E	   9160	20140402	210627	58.5	43.0	51.5	47.0	220	31	RUSSIAN FEDERATION	AURORA BOREALIS, MOON,MOSCOW AT NIGHT	0	HO	NW	3	-33	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format		<b>Night colors--Aurora Borealis, the Moon, and Moscow at night</b><br>A thin green line of the aurora borealis crosses the top of this image taken from the International Space Station s.  The moon appears as a white disc just above the aurora. Airglow appears as a blue-white cusp on the Earth's limb.  Russia's capital city Moscow makes a splash of yellow lower left, with its easily recognized radial pattern of highways.  Other cities are Nizhni Novgorod (image lower center) 400 km from Moscow, St. Petersburg (image left) 625 km from Moscow, and Finland's capital city Helsinki.		CatalogedWithCenterPoint
ISS053	E	  23915	20170915	075219	52.5	-103.0	48.9	-99.0	216	24	CANADA-S	PAN- AURORA BOREALIS, ISS, REGINA, SASKATOON	10	HO	NW	25	-35	Nikon D4 Electronic Still Camera	4928E: 4928 x 3280 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 16.6 million, Nikon FX format				CatalogedWithCenterPoint
ISS058	E	   4282	20190116	220856	57.0	36.5	51.8	35.2	216	17	RUSSIAN FEDERATION	PUBLIC INPUTS	75	HO	N	9	-59	Nikon D5 Electronic Still Camera	5568E: 5568 x 3712 pixel CMOS sensor, 35.9 x 23.9 mm, total pixels: 21.33 million, Nikon FX format			VICIEBSK,MOSCOW,VLADIMIR,TVER,HORIZON,ST.PETERSBURG,ORSHA,NIZHNY NOVGOROD,AURORA BOREALIS,CY.,PAN.,BELARUS,RUSSIA,SMOLENSK	CatalogedWithCenterPoint
ISS058	E	   4271	20190116	220140	51.5	.0	43.8	-3.8	216	24	UK-ENGLAND	PUBLIC INPUTS	50	HO	N	296	-53	Nikon D5 Electronic Still Camera	5568E: 5568 x 3712 pixel CMOS sensor, 35.9 x 23.9 mm, total pixels: 21.33 million, Nikon FX format			CHAN.,CL.,STARS,PAN.,WALES,CY.,DOVER STRAIT,O.,DUBLIN,AURORA BOREALIS,ISS.,LONDON,CORK,S.,INDS.,BELFAST,HORIZON,UNITED KINGDOM,IRELAND	CatalogedWithCenterPoint
ISS003	E	   6161	20011004	002440			51.8	-25.1	203	50	AURORA	AURORA BOREALIS				339	-41	Kodak DCS460 Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS003	E	   6154	20011004	002211			51.1	-40.0	203	50	AURORA	AURORA BOREALIS				319	-36	Kodak DCS460 Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS003	E	   6153	20011004	002152			50.9	-41.8	203	50	AURORA	AURORA BOREALIS				317	-36	Kodak DCS460 Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS003	E	   6152	20011004	002132			50.6	-43.7	203	50	AURORA	AURORA BOREALIS				315	-35	Kodak DCS460 Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array		As geomagnetic storms cause beautiful displays of aurora across the United States, astronauts onboard the International Space Station also have the opportunity to take a look. Green colors of the aurora are dominant in this image captured by a digital still camera on October 4, 2001. Auroras are caused when high-energy electrons pour down from the Earth's magnetosphere and collide with atoms. Green aurora occurs from about 100 km to 250 km altitude and is caused by the emission of 5577 Angstrom wavelength light from oxygen atoms. The light is emitted when the atoms return to their original unexcited state.<br><br>At times of peaks in solar activity, there are more geomagnetic storms and this increases the auroral activity viewed on Earth and by astronauts from orbit. By using a digital camera with a long exposure time, astronauts can capture a part of the light from the multicolored displays they observe, and downlink those images to Earth.		CatalogedWithoutCenterPoint
ISS006	E	  42566	20030404	075702			42.1	-145.6	206		AURORA	AURORA BOREALIS	0	HO	E	326	-36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42565	20030404	075653			42.4	-146.3	206		AURORA	AURORA BOREALIS	10	HO	E	325	-36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42564	20030404	075638			42.9	-147.3	206		AURORA	AURORA BOREALIS	10	HO	E	324	-35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42563	20030404	075625			43.4	-148.2	206		AURORA	AURORA BOREALIS	10	HO	E	323	-34	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42559	20030404	045110			44.8	-104.5	205		AURORA	AURORA BOREALIS, STARS	0	HO	E	321	-32	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42558	20030404	045008			46.7	-109.4	205		AURORA	AURORA BOREALIS, STARS	10	HO	E	316	-28	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42557	20030404	044914			48.1	-113.9	205		AURORA	AURORA BOREALIS, STARS	10	HO	E	312	-25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42556	20030403	193620			47.0	30.3	205		AURORA	AURORA BOREALIS, STARS	0	HO	SW	318	-29	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42555	20030403	193533			48.2	26.3	205		AURORA	AURORA BOREALIS, STARS	10	HO	SW	314	-26	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42554	20030403	193444			49.3	22.0	205		ATMOSPHERIC LIMB	AURORA BOREALIS	0	HO	S	310	-23	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42553	20030403	193417			49.9	19.5	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	308	-21	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42552	20030403	193402			50.1	18.1	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	307	-20	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42551	20030402	203201			47.6	20.3	205		AURORA	AURORA BOREALIS	10	HO	S	322	-30	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42550	20030402	203137			48.2	18.3	205		AURORA	AURORA BOREALIS	10	HO	S	320	-29	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42549	20030402	203117			48.6	16.6	205		AURORA	AURORA BOREALIS	10	HO	S	318	-28	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42548	20030402	203054			49.2	14.5	205		AURORA	AURORA BOREALIS	10	HO	S	316	-26	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42547	20030402	203037			49.5	13.0	205		AURORA	AURORA BOREALIS	10	HO	S	315	-25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42546	20030402	203011			50.0	10.6	205		AURORA	AURORA BOREALIS	10	HO	S	312	-24	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42545	20030402	203000			50.2	9.6	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	311	-23	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42544	20030402	202950			50.3	8.6	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	310	-23	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42543	20030402	202941			50.5	7.8	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	310	-22	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42542	20030402	202923			50.7	6.0	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	308	-21	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42541	20030402	202912			50.9	5.0	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	307	-20	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42540	20030402	202906			51.0	4.4	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	307	-20	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42532	20030402	185923			48.1	42.0	205		AURORA	AURORA BOREALIS	10	HO	SW	320	-29	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42531	20030402	185837			49.2	37.9	205		AURORA	AURORA BOREALIS	0	HO	SW	316	-27	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42530	20030402	185814			49.6	35.8	205		AURORA	AURORA BOREALIS	0	HO	SW	314	-25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42529	20030402	185801			49.9	34.6	205		AURORA	AURORA BOREALIS	10	HO	SW	313	-24	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42528	20030402	064423			42.3	-115.6	206		AURORA	AURORA BOREALIS	10	HO	E	339	-41	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42527	20030402	064359			43.2	-117.3	206		AURORA	AURORA BOREALIS	10	HO	E	337	-40	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42526	20030402	064343			43.7	-118.5	206		AURORA	AURORA BOREALIS	10	HO	E	336	-39	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42525	20030402	064330			44.1	-119.4	206		AURORA	AURORA BOREALIS	10	HO	E	335	-38	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42524	20030402	064318			44.5	-120.3	206		AURORA	AURORA BOREALIS	10	HO	E	334	-38	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42523	20030402	064301			45.1	-121.6	206		AURORA	AURORA BOREALIS	10	HO	E	333	-37	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42522	20030402	064118			48.0	-129.9	205		AURORA	AURORA BOREALIS	10	HO	E	324	-31	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42521	20030402	064041			48.9	-133.1	205		AURORA	AURORA BOREALIS	10	HO	E	321	-29	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42520	20030402	064030			49.1	-134.1	205		AURORA	AURORA BOREALIS	10	HO	E	320	-28	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42519	20030401	212718			48.5	8.9	205		AURORA	AURORA BOREALIS	0	HO	S	324	-31	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42518	20030401	212700			48.9	7.4	205		AURORA	AURORA BOREALIS	0	HO	S	323	-30	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42517	20030401	212621			49.7	3.8	205		AURORA	AURORA BOREALIS	0	HO	S	319	-28	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42516	20030401	212605			50.0	2.4	205		AURORA	AURORA BOREALIS	0	HO	S	318	-27	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42515	20030401	212534			50.5	-.5	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	315	-25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42514	20030401	212525			50.6	-1.4	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	314	-25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42513	20030401	212515			50.8	-2.4	205		ATMOSPHERIC LIMB	AURORA BOREALIS	0	HO	S	313	-24	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42512	20030401	212506			50.9	-3.2	205		ATMOSPHERIC LIMB	AURORA BOREALIS	10	HO	S	312	-24	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42511	20030401	091331			40.1	-143.3	207		AURORA	AURORA BOREALIS	0	HO	E	352	-45	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42510	20030401	091300			41.3	-145.4	207		AURORA	AURORA BOREALIS	0	HO	E	349	-44	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42509	20030401	091204			43.3	-149.2	207		AURORA	AURORA BOREALIS	0	HO	E	344	-41	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42508	20030401	091149			43.8	-150.3	206		AURORA	AURORA BOREALIS	0	HO	E	342	-40	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42507	20030331	205209			46.5	30.7	206		AURORA	AURORA BOREALIS	10	HO	SW	338	-37	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42506	20030331	205144			47.2	28.6	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	SW	336	-36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42505	20030331	205129			47.6	27.4	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	SW	334	-35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42504	20030331	205116			47.9	26.3	206		AURORA	AURORA BOREALIS	10	HO	SW	333	-35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42503	20030331	205055			48.4	24.5	206		AURORA	AURORA BOREALIS	10	HO	SW	331	-34	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42501	20030331	205029			49.0	22.2	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	329	-32	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42500	20030331	205018			49.2	21.2	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	328	-32	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42499	20030331	205010			49.4	20.5	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	327	-31	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42498	20030331	205004			49.5	19.9	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	326	-31	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42497	20030331	204956			49.7	19.2	206		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	325	-31	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42496	20030331	204948			49.8	18.5	205		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	325	-30	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42495	20030331	204904			50.6	14.3	205		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	320	-28	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
ISS006	E	  42494	20030331	204854			50.7	13.4	205		AURORA	AURORA BOREALIS, CITY LIGHTS	10	HO	S	319	-27	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithoutCenterPoint
