mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS022	E	  79209	20100302	123840			51.8	156.1	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, SOFT	0	HO		336	-43	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79208	20100302	123816			51.7	153.7	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, SOFT	0	HO		333	-43	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79207	20100302	123754			51.6	151.4	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, FAINT	0	HO		330	-42	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79206	20100302	123746			51.5	150.6	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, FAINT	0	HO		329	-42	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79205	20100302	123722			51.3	148.2	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, FAINT	0	HO		325	-41	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79204	20100302	123706			51.2	146.6	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, FAINT	0	HO		323	-41	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79203	20100302	123635			50.8	143.6	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, VERY FAINT	0	HO		319	-40	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79202	20100302	123615			50.5	141.7	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, VERY FAINT	0	HO		317	-39	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS022	E	  79201	20100302	123554			50.2	139.7	184	180	ASIA	PAN-ATMOSPHERIC LIMB, AURORA BOREALIS, VERY FAINT	0	HO		314	-38	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithoutCenterPoint
ISS025	E	  10620	20101031	062033			51.2	-138.7	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		305	-41	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS025	E	  10619	20101031	062004			51.5	-141.6	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		302	-40	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS025	E	  10618	20101031	061930			51.7	-145.0	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		298	-38	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS025	E	  10617	20101031	061909			51.8	-147.1	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		296	-36	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS025	E	  10616	20101031	061853			51.8	-148.7	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		295	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS025	E	  10615	20101031	061826			51.8	-151.5	185	17	SEA OF OKHOTSK	GREEN AURORA BOREALIS, ISS	0	HO		292	-34	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8660	20101208	074717			51.6	-51.0	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		88	-31	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8659	20101208	074715			51.6	-51.2	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW	10	HO		88	-31	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8658	20101208	074701			51.5	-52.6	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW	0	HO		87	-32	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8657	20101208	074659			51.5	-52.8	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		86	-32	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8656	20101208	074656			51.5	-53.1	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	10	HO		86	-33	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8655	20101208	074644			51.4	-54.3	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		85	-33	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8654	20101208	074636			51.3	-55.1	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	10	HO		85	-34	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8653	20101208	074634			51.3	-55.3	187	180	LABRADOR SEA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		85	-34	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8652	20101208	074633			51.3	-55.4	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		84	-34	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8651	20101208	074630			51.2	-55.7	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		84	-34	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8650	20101208	074627			51.2	-56.0	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		84	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8649	20101208	074625			51.2	-56.2	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		84	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8648	20101208	074622			51.2	-56.5	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		84	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8647	20101208	074617			51.1	-57.0	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		83	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8646	20101208	074615			51.1	-57.2	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		83	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8645	20101208	074612			51.0	-57.5	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		83	-35	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8644	20101208	074603			50.9	-58.4	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	10	HO		82	-36	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8643	20101208	074557			50.9	-58.9	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		82	-36	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8642	20101208	074549			50.8	-59.7	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, AIRGLOW, SOFT	0	HO		81	-37	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8641	20101208	074538			50.6	-60.8	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, SOFT	0	HO		80	-38	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8640	20101208	074534			50.5	-61.2	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, SOFT	0	HO		80	-38	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8639	20101208	074517			50.3	-62.8	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, SOFT	0	HO		79	-39	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8638	20101208	074514			50.2	-63.1	187	180	CANADA	PAN-AURORA BOREALIS, STARS, ISS, SOFT	0	HO		78	-39	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8637	20101208	074442			49.6	-66.1	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	10	HO		76	-41	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8636	20101208	074438			49.6	-66.4	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	10	HO		76	-42	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8635	20101208	074433			49.5	-66.9	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	10	HO		76	-42	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8634	20101208	074420			49.2	-68.1	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	0	HO		75	-43	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8633	20101208	074412			49.0	-68.8	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	0	HO		74	-43	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8632	20101208	074350			48.5	-70.7	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	0	HO		73	-45	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8631	20101208	074332			48.1	-72.3	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	10	HO		72	-46	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8630	20101208	074322			47.8	-73.2	187	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW	0	HO		71	-47	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8629	20101208	074231			46.4	-77.4	186	180	CANADA	PAN-AURORA BOREALIS, STARS, AIRGLOW, SOFT	0	HO		68	-50	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8612	20101208	073914			39.7	-91.7	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		59	-63	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8611	20101208	073913			39.6	-91.7	186	180	USA	PAN-AURORA BOREALIS, STARS	10	HO		59	-63	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8607	20101208	073844			38.5	-93.6	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		58	-65	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8606	20101208	073838			38.2	-93.9	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		58	-65	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8605	20101208	073836			38.2	-94.1	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		58	-65	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8604	20101208	073825			37.7	-94.7	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		58	-66	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8603	20101208	073823			37.6	-94.9	186	180	USA	PAN-AURORA BOREALIS, STARS	0	HO		58	-66	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8579	20101208	061349			50.3	-39.4	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		79	-39	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8578	20101208	061348			50.3	-39.5	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		79	-39	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8577	20101208	061332			50.0	-41.0	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		78	-40	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8576	20101208	061323			49.8	-41.9	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		77	-40	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8575	20101208	061311			49.6	-43.0	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		76	-41	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8574	20101208	061257			49.3	-44.2	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		75	-42	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8573	20101208	061255			49.3	-44.4	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		75	-42	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8571	20101208	061210			48.3	-48.4	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		72	-45	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8570	20101208	061158			48.0	-49.5	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		72	-46	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8569	20101208	061153			47.8	-49.9	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		71	-46	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8568	20101208	061142			47.6	-50.8	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		71	-47	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8567	20101208	061140			47.5	-51.0	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		71	-47	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8566	20101208	061129			47.2	-51.9	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		70	-48	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8565	20101208	061117			46.9	-52.9	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		69	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8564	20101208	061114			46.8	-53.2	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		69	-49	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8563	20101208	061100			46.4	-54.3	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		68	-50	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8562	20101208	061058			46.3	-54.5	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		68	-50	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8561	20101208	061044			45.9	-55.6	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		67	-51	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8560	20101208	061034			45.6	-56.4	187	400	ATLANTIC OCEAN	PAN-AURORA BOREALIS, STARS, SOFT	0	HO		67	-52	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8029	20101206	083308			51.7	-38.0	188	400	CANADA	PAN-AURORA BOREALIS, STARS, BLURRED	0	HO		106	-16	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8028	20101206	083304			51.7	-38.4	188	400	CANADA	PAN-AURORA BOREALIS, STARS, BLURRED	0	HO		106	-16	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8027	20101206	083256			51.7	-39.2	188	400	CANADA	PAN-AURORA BOREALIS, STARS, BLURRED	0	HO		105	-17	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8026	20101206	083251			51.7	-39.7	188	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		105	-17	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8025	20101206	083232			51.8	-41.7	188	400	CANADA	PAN-AURORA BOREALIS, STARS, BLURRED	0	HO		103	-18	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8024	20101206	083231			51.8	-41.8	188	400	CANADA	PAN-AURORA BOREALIS, STARS, BLURRED	0	HO		103	-18	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8023	20101206	083217			51.8	-43.2	188	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		102	-19	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8022	20101206	083214			51.8	-43.5	188	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		102	-19	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8021	20101206	083213			51.8	-43.6	188	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		102	-19	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8020	20101206	083205			51.8	-44.4	187	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		101	-20	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
ISS026	E	   8019	20101206	083203			51.8	-44.6	187	400	CANADA	PAN-AURORA BOREALIS, STARS	0	HO		101	-20	Nikon D3S Electronic Still Camera	4256E: 4256 x 2832 pixel CMOS sensor, 36.0mm x 23.9mm, total pixels: 12.87 million, Nikon FX format				CatalogedWithoutCenterPoint
